2.55;3.325;3.2;3.275;3.325
3.175;3.65;3.825;3.9;4.5
4.4;5.25;5.3;5.875;6.175
6.65;7.45;8.325;8.325;8.325
9.1;10.275;11.025;10.65;10.725
12.8;13.75;14.8;14.15;14.1
17.025;18.55;19.125;18.525;19.725
24.525;25.05;25.9;26.225;27.725
