-2.000000000000000000e+00;-2.000000000000000000e+00;-2.000000000000000000e+00;-2.000000000000000000e+00;-2.000000000000000000e+00
-4.000000000000000000e+00;-4.000000000000000000e+00;-4.000000000000000000e+00;-4.000000000000000000e+00;-2.919999999999999929e+00
-5.000000000000000000e+00;-6.000000000000000000e+00;-5.000000000000000000e+00;-4.759999999999999787e+00;-3.359999999999999876e+00
-6.000000000000000000e+00;-5.000000000000000000e+00;-5.000000000000000000e+00;-4.919999999999999929e+00;-3.240000000000000213e+00
-6.000000000000000000e+00;-6.000000000000000000e+00;-5.000000000000000000e+00;-5.839999999999999858e+00;-3.720000000000000195e+00
-8.000000000000000000e+00;-8.000000000000000000e+00;-6.000000000000000000e+00;-6.000000000000000000e+00;-4.599999999999999645e+00
-9.000000000000000000e+00;-9.000000000000000000e+00;-7.000000000000000000e+00;-6.759999999999999787e+00;-4.879999999999999893e+00
-1.000000000000000000e+01;-9.000000000000000000e+00;-9.039999999999999147e+00;-8.000000000000000000e+00;-5.959999999999999964e+00
-9.000000000000000000e+00;-1.000000000000000000e+01;-1.000000000000000000e+01;-7.759999999999999787e+00;-5.879999999999999893e+00
-1.500000000000000000e+01;-1.600000000000000000e+01;-1.219999999999999929e+01;-1.003999999999999915e+01;-7.120000000000000107e+00
-1.400000000000000000e+01;-1.527999999999999936e+01;-1.300000000000000000e+01;-1.011999999999999922e+01;-8.080000000000000071e+00
-1.400000000000000000e+01;-1.700000000000000000e+01;-1.400000000000000000e+01;-1.096000000000000085e+01;-8.119999999999999218e+00
-1.800000000000000000e+01;-1.800000000000000000e+01;-1.408000000000000007e+01;-1.332000000000000028e+01;-1.011999999999999922e+01
-2.100000000000000000e+01;-2.400000000000000000e+01;-1.803999999999999915e+01;-1.383999999999999986e+01;-1.064000000000000057e+01
-2.100000000000000000e+01;-2.000000000000000000e+01;-1.800000000000000000e+01;-1.619999999999999929e+01;-1.088000000000000078e+01
-2.100000000000000000e+01;-2.400000000000000000e+01;-2.007999999999999829e+01;-1.832000000000000028e+01;-1.275999999999999979e+01
