3.633992508640604857e+00;3.547749608504876750e+00;3.485630224247454390e+00
9.501247522448110772e+00;9.248288068978977705e+00;9.020454172648953772e+00
1.788174171138144786e+01;1.762767734474484271e+01;1.732701043447335820e+01
2.864808790024282104e+01;2.813122405117691471e+01;2.786730244487499775e+01
4.683665640996198931e+01;4.625112615130424842e+01;4.606781727254399783e+01
6.315332133356096733e+01;6.262012735909097216e+01;6.220903206157166210e+01
8.196680176854989952e+01;8.139325974610211745e+01;8.075903957536291955e+01
1.027236769568252583e+02;1.022049074171592906e+02;1.018529167349768016e+02
1.347921400257330333e+02;1.339387061783194213e+02;1.338275159999387256e+02
1.613899432149239885e+02;1.603863298048943875e+02;1.607673405760224341e+02
1.910181583260838636e+02;1.897412774248996641e+02;1.902452760782638848e+02
2.338125711579301651e+02;2.325832934175208493e+02;2.322813023423128413e+02
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
