1.999333333333333407e+00;1.794000000000000039e+00;1.836666666666666670e+00;1.780666666666666620e+00;1.502000000000000002e+00
2.986000000000000210e+00;2.691333333333333133e+00;2.582666666666666888e+00;2.368666666666666476e+00;2.419999999999999929e+00
3.882666666666666710e+00;3.176000000000000156e+00;2.814666666666666650e+00;2.612000000000000099e+00;2.751999999999999780e+00
4.429333333333333123e+00;4.185999999999999943e+00;3.790000000000000036e+00;3.890000000000000124e+00;3.469333333333333158e+00
5.786666666666667069e+00;5.014666666666666828e+00;4.647333333333333094e+00;4.432000000000000384e+00;4.359333333333333727e+00
5.594666666666666899e+00;5.942666666666666764e+00;5.728666666666666352e+00;5.716666666666666785e+00;5.485999999999999766e+00
6.944666666666666544e+00;7.931333333333332902e+00;7.264000000000000234e+00;7.079333333333333478e+00;6.784666666666666401e+00
8.983333333333332504e+00;9.469333333333333158e+00;9.160666666666665847e+00;9.242666666666666586e+00;8.532000000000000028e+00
1.205400000000000027e+01;1.188733333333333420e+01;1.178800000000000026e+01;1.157399999999999984e+01;1.125799999999999912e+01
1.474600000000000044e+01;1.403200000000000003e+01;1.433533333333333282e+01;1.330466666666666598e+01;1.352533333333333410e+01
1.963400000000000034e+01;1.860133333333333283e+01;1.759866666666666646e+01;1.833066666666666578e+01;1.665333333333333243e+01
2.444600000000000151e+01;2.167733333333333334e+01;2.220133333333333425e+01;2.171666666666666501e+01;2.177799999999999869e+01
3.142599999999999838e+01;2.847933333333333294e+01;2.703000000000000114e+01;2.682199999999999918e+01;2.642399999999999949e+01
3.734666666666666401e+01;3.620666666666666345e+01;3.531933333333333280e+01;3.474866666666666504e+01;3.375999999999999801e+01
4.700866666666667015e+01;4.338866666666666561e+01;4.382000000000000028e+01;4.126800000000000068e+01;4.133333333333333570e+01
5.646466666666666612e+01;5.452533333333333587e+01;5.436599999999999966e+01;5.288666666666666316e+01;5.152266666666666595e+01
