5.799999999999999822e+00;6.700000000000000178e+00;6.900000000000000355e+00;6.299999999999999822e+00
9.500000000000000000e+00;1.000000000000000000e+01;8.400000000000000355e+00;1.040000000000000036e+01
1.109999999999999964e+01;1.069999999999999929e+01;1.330000000000000071e+01;1.190000000000000036e+01
1.059999999999999964e+01;1.209999999999999964e+01;1.559999999999999964e+01;1.150000000000000000e+01
1.390000000000000036e+01;1.880000000000000071e+01;1.889999999999999858e+01;1.850000000000000000e+01
2.019999999999999929e+01;2.900000000000000000e+01;2.310000000000000142e+01;3.130000000000000071e+01
2.919999999999999929e+01;3.389999999999999858e+01;4.129999999999999716e+01;3.060000000000000142e+01
3.570000000000000284e+01;4.479999999999999716e+01;4.300000000000000000e+01;4.620000000000000284e+01
4.589999999999999858e+01;4.870000000000000284e+01;6.570000000000000284e+01;7.790000000000000568e+01
5.150000000000000000e+01;6.620000000000000284e+01;8.600000000000000000e+01;8.390000000000000568e+01
7.820000000000000284e+01;1.025999999999999943e+02;1.170000000000000000e+02;1.285000000000000000e+02
1.012000000000000028e+02;1.255000000000000000e+02;1.384000000000000057e+02;1.440000000000000000e+02
